StockCode,Description,Ma_cum,Ten_cum
84926B,SCOTTS ROSES TILE COASTER,4,Hàng bán chậm - ít khách
84926C,FAIRY CAKES TILE COASTER,4,Hàng bán chậm - ít khách
84926D,LA PALMIERA TILE COASTER,1,Hàng giá rẻ - số lượng lớn
84926E,FLOWERS TILE COASTER,1,Hàng giá rẻ - số lượng lớn
84926F,PSYCHEDELIC TILE COASTER,1,Hàng giá rẻ - số lượng lớn
84927A,WAKE UP COCKEREL TILE HOOK,1,Hàng giá rẻ - số lượng lớn
84927D,LA PALMIERA TILE HOOK,1,Hàng giá rẻ - số lượng lớn
84927E,FLOWERS TILE HOOK,1,Hàng giá rẻ - số lượng lớn
84927F,PSYCHEDELIC TILE HOOK,0,Hàng giá trị cao - ổn định
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1,Hàng giá rẻ - số lượng lớn
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,0,Hàng giá trị cao - ổn định
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,0,Hàng giá trị cao - ổn định
84932A,SMALL GREEN PEONY FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84932B,SMALL PINK PEONY FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,0,Hàng giá trị cao - ổn định
84932D,SMALL ORIENTAL RED FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84933A,LARGE GREEN PEONY FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84933B,LARGE PINK PEONY FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,1,Hàng giá rẻ - số lượng lớn
84934,ASSTD DESIGN POP ART SLIM PEN,1,Hàng giá rẻ - số lượng lớn
84937,KASHMIR FOLKART TUMBLERS,3,Hàng chủ lực - bán chạy đều
84944,SET OF 6 KASHMIR FOLKART BAUBLES,0,Hàng giá trị cao - ổn định
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84946,ANTIQUE SILVER TEA GLASS ETCHED,3,Hàng chủ lực - bán chạy đều
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,3,Hàng chủ lực - bán chạy đều
84948,SILVER HANGING T-LIGHT HOLDER DOME,1,Hàng giá rẻ - số lượng lớn
84949,SILVER HANGING T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84950,ASSORTED COLOUR T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,0,Hàng giá trị cao - ổn định
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,2,Hàng ngách - khách quen mua lại
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,2,Hàng ngách - khách quen mua lại
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
84963A,PINK PAINTED KASHMIRI CHAIR,4,Hàng bán chậm - ít khách
84963B,BLUE PAINTED KASHMIRI CHAIR,4,Hàng bán chậm - ít khách
84967B,BLUE KASHMIRI OCCASIONAL TABLE,4,Hàng bán chậm - ít khách
84968A,SET OF 16 VINTAGE ROSE CUTLERY,0,Hàng giá trị cao - ổn định
84968B,S/16 VINTAGE IVORY CUTLERY,0,Hàng giá trị cao - ổn định
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,0,Hàng giá trị cao - ổn định
84968D,SET OF 16 VINTAGE RED CUTLERY,0,Hàng giá trị cao - ổn định
84968E,SET OF 16 VINTAGE BLACK CUTLERY,0,Hàng giá trị cao - ổn định
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,0,Hàng giá trị cao - ổn định
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,0,Hàng giá trị cao - ổn định
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84970S,HANGING HEART ZINC T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84971L,LARGE HEART FLOWERS HOOK   ,1,Hàng giá rẻ - số lượng lớn
84971S,SMALL HEART FLOWERS HOOK ,3,Hàng chủ lực - bán chạy đều
84972L,GIANT PINK HEART MEMO HOLDER,4,Hàng bán chậm - ít khách
84974,S/2 ZINC HEART DESIGN PLANTERS,0,Hàng giá trị cao - ổn định
84975,HEART SHAPED MIRROR,3,Hàng chủ lực - bán chạy đều
84976,RECTANGULAR SHAPED MIRROR,1,Hàng giá rẻ - số lượng lớn
84977,WIRE FLOWER T-LIGHT HOLDER,4,Hàng bán chậm - ít khách
84978,HANGING HEART JAR T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
84984A,GREEN PEONY CUSHION COVER,1,Hàng giá rẻ - số lượng lớn
84984B,RED PEONY CUSHION COVER ,1,Hàng giá rẻ - số lượng lớn
84984C,ORIENTAL BLUE C/COVER ,1,Hàng giá rẻ - số lượng lớn
84984D,ORIENTAL RED C/COVER ,4,Hàng bán chậm - ít khách
84985A,SET OF 72 GREEN PAPER DOILIES,0,Hàng giá trị cao - ổn định
84985B,SET OF 72 BLACK PAPER DOILIES ,4,Hàng bán chậm - ít khách
84986B,SET OF 36 SILVER PAPER DOILIES,0,Hàng giá trị cao - ổn định
84987,SET OF 36 TEATIME PAPER DOILIES,3,Hàng chủ lực - bán chạy đều
84988,SET OF 72 PINK HEART PAPER DOILIES,3,Hàng chủ lực - bán chạy đều
84989A,75 GREEN FAIRY CAKE CASES,1,Hàng giá rẻ - số lượng lớn
84989B,75 BLACK FAIRY CAKE CASES,1,Hàng giá rẻ - số lượng lớn
84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,Hàng giá rẻ - số lượng lớn
84991,60 TEATIME FAIRY CAKE CASES,3,Hàng chủ lực - bán chạy đều
84992,72 SWEETHEART FAIRY CAKE CASES,3,Hàng chủ lực - bán chạy đều
84993A,75 GREEN PETIT FOUR CASES,3,Hàng chủ lực - bán chạy đều
84993B,75 BLACK PETIT FOUR CASES,1,Hàng giá rẻ - số lượng lớn
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3,Hàng chủ lực - bán chạy đều
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3,Hàng chủ lực - bán chạy đều
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,3,Hàng chủ lực - bán chạy đều
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,3,Hàng chủ lực - bán chạy đều
85006,SET 4 NURSERY DES ROUND BOXES,1,Hàng giá rẻ - số lượng lớn
85007,SET OF 3 VINTAGE TEA TIME BOXES,4,Hàng bán chậm - ít khách
85008,SET OF 3 CONEY ISLAND OVAL BOXES,0,Hàng giá trị cao - ổn định
85014A,BLACK/BLUE POLKADOT UMBRELLA,3,Hàng chủ lực - bán chạy đều
85014B,RED RETROSPOT UMBRELLA,3,Hàng chủ lực - bán chạy đều
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,0,Hàng giá trị cao - ổn định
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1,Hàng giá rẻ - số lượng lớn
85015,SET OF 12  VINTAGE POSTCARD SET,3,Hàng chủ lực - bán chạy đều
85016,SET OF 6 VINTAGE NOTELETS KIT,3,Hàng chủ lực - bán chạy đều
85017A,ENVELOPE 50 ROMANTIC IMAGES,1,Hàng giá rẻ - số lượng lớn
85017B,ENVELOPE 50 BLOSSOM IMAGES,3,Hàng chủ lực - bán chạy đều
85017C,ENVELOPE 50 CURIOUS IMAGES,1,Hàng giá rẻ - số lượng lớn
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,4,Hàng bán chậm - ít khách
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,4,Hàng bán chậm - ít khách
85018D,YULETIDE IMAGES S/6 PAPER BOXES,1,Hàng giá rẻ - số lượng lớn
85019A,ROMANTIC IMAGES NOTEBOOK SET,1,Hàng giá rẻ - số lượng lớn
85019B,BLOSSOM  IMAGES NOTEBOOK SET,1,Hàng giá rẻ - số lượng lớn
85019C,CURIOUS  IMAGES NOTEBOOK SET,1,Hàng giá rẻ - số lượng lớn
85020,ROUND PINK HEART MIRROR,0,Hàng giá trị cao - ổn định
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,4,Hàng bán chậm - ít khách
85023B,EAU DE NILE JEWELLED PHOTOFRAME,1,Hàng giá rẻ - số lượng lớn
85023C,PINK LARGE JEWELED PHOTOFRAME,4,Hàng bán chậm - ít khách
85024B,EAU DE NILE JEWELLED PHOTOFRAME,1,Hàng giá rẻ - số lượng lớn
85024C,PINK SMALL JEWELLED PHOTOFRAME,4,Hàng bán chậm - ít khách
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,0,Hàng giá trị cao - ổn định
85025C,PINK HEART SHAPE PHOTO FRAME,0,Hàng giá trị cao - ổn định
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
85027L,FRENCH CHATEAU LARGE PLATTER ,0,Hàng giá trị cao - ổn định
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,1,Hàng giá rẻ - số lượng lớn
85028S,FRENCH CHATEAU SMALL FRUITBOWL,1,Hàng giá rẻ - số lượng lớn
85030,FRENCH CHATEAU OVAL PLATTER,0,Hàng giá trị cao - ổn định
85031A,ROMANTIC IMAGES SCRAP BOOK SET,0,Hàng giá trị cao - ổn định
85031B,BLOSSOM IMAGES SCRAP BOOK SET,0,Hàng giá trị cao - ổn định
85031C,CURIOUS IMAGES SCRAP BOOK SET,2,Hàng ngách - khách quen mua lại
85032A,ROMANTIC IMAGES GIFT WRAP SET,1,Hàng giá rẻ - số lượng lớn
85032B,BLOSSOM IMAGES GIFT WRAP SET,1,Hàng giá rẻ - số lượng lớn
85032C,CURIOUS IMAGES GIFT WRAP SET,0,Hàng giá trị cao - ổn định
85032D,YULETIDE IMAGES GIFT WRAP SET,1,Hàng giá rẻ - số lượng lớn
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,4,Hàng bán chậm - ít khách
85033S,SET/6 SILVER REINDEER T-LIGHTS,0,Hàng giá trị cao - ổn định
85034A,3 GARDENIA MORRIS BOXED CANDLES,0,Hàng giá trị cao - ổn định
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,0,Hàng giá trị cao - ổn định
85034C,3 ROSE MORRIS BOXED CANDLES,0,Hàng giá trị cao - ổn định
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,0,Hàng giá trị cao - ổn định
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,0,Hàng giá trị cao - ổn định
85035C,ROSE 3 WICK MORRIS BOX CANDLE,0,Hàng giá trị cao - ổn định
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,0,Hàng giá trị cao - ổn định
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,0,Hàng giá trị cao - ổn định
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,0,Hàng giá trị cao - ổn định
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,Hàng chủ lực - bán chạy đều
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,3,Hàng chủ lực - bán chạy đều
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,3,Hàng chủ lực - bán chạy đều
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,2,Hàng ngách - khách quen mua lại
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3,Hàng chủ lực - bán chạy đều
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3,Hàng chủ lực - bán chạy đều
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1,Hàng giá rẻ - số lượng lớn
85042,ANTIQUE LILY FAIRY LIGHTS,3,Hàng chủ lực - bán chạy đều
85044,RED REINDEER STRING OF 20 LIGHTS,0,Hàng giá trị cao - ổn định
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,0,Hàng giá trị cao - ổn định
85047,WHITE BEADED GARLAND STRING 20LIGHT,0,Hàng giá trị cao - ổn định
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,3,Hàng chủ lực - bán chạy đều
85049A,TRADITIONAL CHRISTMAS RIBBONS,3,Hàng chủ lực - bán chạy đều
85049B,LUSH GREENS RIBBONS,3,Hàng chủ lực - bán chạy đều
85049C,ROMANTIC PINKS RIBBONS ,3,Hàng chủ lực - bán chạy đều
85049D,BRIGHT BLUES RIBBONS ,3,Hàng chủ lực - bán chạy đều
85049E,SCANDINAVIAN REDS RIBBONS,3,Hàng chủ lực - bán chạy đều
85049F,BABY BOOM RIBBONS ,3,Hàng chủ lực - bán chạy đều
85049G,CHOCOLATE BOX RIBBONS ,3,Hàng chủ lực - bán chạy đều
85049H,URBAN BLACK RIBBONS ,3,Hàng chủ lực - bán chạy đều
85053,FRENCH ENAMEL CANDLEHOLDER,3,Hàng chủ lực - bán chạy đều
85054,FRENCH ENAMEL POT W LID,0,Hàng giá trị cao - ổn định
85055,FRENCH ENAMEL UTENSIL HOLDER,0,Hàng giá trị cao - ổn định
85059,FRENCH ENAMEL WATER BASIN,0,Hàng giá trị cao - ổn định
85060,WOOD FAN WITH FLOWER DESIGN,1,Hàng giá rẻ - số lượng lớn
85061W,WHITE JEWELLED HEART DECORATION,3,Hàng chủ lực - bán chạy đều
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3,Hàng chủ lực - bán chạy đều
85063,CREAM SWEETHEART MAGAZINE RACK,0,Hàng giá trị cao - ổn định
85064,CREAM SWEETHEART LETTER RACK,3,Hàng chủ lực - bán chạy đều
85065,CREAM SWEETHEART TRAYS,0,Hàng giá trị cao - ổn định
85066,CREAM SWEETHEART MINI CHEST,3,Hàng chủ lực - bán chạy đều
85067,CREAM SWEETHEART WALL CABINET,0,Hàng giá trị cao - ổn định
85068,CREAM SWEETHEART SHELF + HOOKS,0,Hàng giá trị cao - ổn định
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1,Hàng giá rẻ - số lượng lớn
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,Hàng giá rẻ - số lượng lớn
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,Hàng giá rẻ - số lượng lớn
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,Hàng giá rẻ - số lượng lớn
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1,Hàng giá rẻ - số lượng lớn
85079,EMBROIDERED REINDEER DECORATION,4,Hàng bán chậm - ít khách
85080,PADDED RED HEART DECORATION,4,Hàng bán chậm - ít khách
85081,PADDED HOLLY CHRISTMAS DECORATION ,4,Hàng bán chậm - ít khách
85084,HOLLY TOP CHRISTMAS STOCKING,1,Hàng giá rẻ - số lượng lớn
85086A,CANDY SPOT HEART DECORATION,0,Hàng giá trị cao - ổn định
85087,CANDY SPOT CUSHION COVER,2,Hàng ngách - khách quen mua lại
85088,CANDY SPOT HAND BAG,0,Hàng giá trị cao - ổn định
85089,CANDY SPOT BUNNY,4,Hàng bán chậm - ít khách
85090,CANDY SPOT APRON,4,Hàng bán chậm - ít khách
85091,CANDY SPOT BREAD BASKETS,1,Hàng giá rẻ - số lượng lớn
85092,CANDY SPOT TEA COSY,1,Hàng giá rẻ - số lượng lớn
85093,CANDY SPOT EGG WARMER HARE,1,Hàng giá rẻ - số lượng lớn
85094,CANDY SPOT EGG WARMER RABBIT,1,Hàng giá rẻ - số lượng lớn
85095,THREE CANVAS LUGGAGE TAGS,2,Hàng ngách - khách quen mua lại
85096,HILDA CANDY SPOT RABBIT,0,Hàng giá trị cao - ổn định
85097B,BLUE ROCKING SINGING CANARY,4,Hàng bán chậm - ít khách
85098B,BLUE FLYING SINGING CANARY,0,Hàng giá trị cao - ổn định
85099B,JUMBO BAG RED RETROSPOT,3,Hàng chủ lực - bán chạy đều
85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,Hàng chủ lực - bán chạy đều
85099F,JUMBO BAG STRAWBERRY,3,Hàng chủ lực - bán chạy đều
85103,SILVER T-LIGHT SETTING,0,Hàng giá trị cao - ổn định
85104,SILVER GLASS T-LIGHT SET,0,Hàng giá trị cao - ổn định
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,Hàng giá rẻ - số lượng lớn
85109,PINK BOUDOIR T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1,Hàng giá rẻ - số lượng lớn
85112,S/3 TEAR DROP CUT GLASS DECORATION,1,Hàng giá rẻ - số lượng lớn
85113,POLKA DOT PISTACHIO PAIL,0,Hàng giá trị cao - ổn định
85114A,BLACK ENCHANTED FOREST PLACEMAT,1,Hàng giá rẻ - số lượng lớn
85114B,IVORY ENCHANTED FOREST PLACEMAT,3,Hàng chủ lực - bán chạy đều
85114C,RED ENCHANTED FOREST PLACEMAT,0,Hàng giá trị cao - ổn định
85116,BLACK CANDELABRA T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
85117,NIGHTINGALE COATHOOK WHITE,0,Hàng giá trị cao - ổn định
85118,HEART T-LIGHT HOLDER,1,Hàng giá rẻ - số lượng lớn
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,Hàng giá rẻ - số lượng lớn
85121B,RETRO LAUNDRY TUB PINK,4,Hàng bán chậm - ít khách
85121C,RETRO LAUNDRY TUB PISTACHIO,0,Hàng giá trị cao - ổn định
85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,Hàng chủ lực - bán chạy đều
85124A,PINK JUICY FRUIT PHOTO FRAME,0,Hàng giá trị cao - ổn định
85124B,BLUE JUICY FRUIT PHOTO FRAME,0,Hàng giá trị cao - ổn định
85124C,GREEN JUICY FRUIT PHOTO FRAME,0,Hàng giá trị cao - ổn định
85125,SMALL ROUND CUT GLASS CANDLESTICK,0,Hàng giá trị cao - ổn định
85126,LARGE ROUND CUTGLASS CANDLESTICK,0,Hàng giá trị cao - ổn định
85127,SMALL SQUARE CUT GLASS CANDLESTICK,0,Hàng giá trị cao - ổn định
85129A,"WHITE PEARL BEADED HEART, SMALL",0,Hàng giá trị cao - ổn định
85129B,BEADED CRYSTAL HEART GREEN SMALL,0,Hàng giá trị cao - ổn định
85129C,BEADED CRYSTAL HEART BLUE SMALL,0,Hàng giá trị cao - ổn định
85129D,BEADED CRYSTAL HEART PINK SMALL,0,Hàng giá trị cao - ổn định
85130A,BEADED PEARL HEART WHITE LARGE,0,Hàng giá trị cao - ổn định
85130B,BEADED CRYSTAL HEART GREEN LARGE,1,Hàng giá rẻ - số lượng lớn
85130C,BEADED CRYSTAL HEART BLUE  LARGE,1,Hàng giá rẻ - số lượng lớn
85130D,BEADED CRYSTAL HEART PINK LARGE,0,Hàng giá trị cao - ổn định
85131A,BEADED PEARL HEART WHITE ON STICK,3,Hàng chủ lực - bán chạy đều
85131B,BEADED CRYSTAL HEART GREEN ON STICK,2,Hàng ngách - khách quen mua lại
85131C,BEADED CRYSTAL HEART BLUE ON STICK,2,Hàng ngách - khách quen mua lại
85131D,BEADED CRYSTAL HEART PINK ON STICK,2,Hàng ngách - khách quen mua lại
85132A,CHARLIE + LOLA BISCUITS TINS,0,Hàng giá trị cao - ổn định
85132B,CHARLIE AND LOLA TABLE TINS,0,Hàng giá trị cao - ổn định
85132C,CHARLIE AND LOLA FIGURES TINS,3,Hàng chủ lực - bán chạy đều
85135A,YELLOW DRAGONFLY HELICOPTER,0,Hàng giá trị cao - ổn định
85135B,BLUE DRAGONFLY HELICOPTER,0,Hàng giá trị cao - ổn định
85135C,RED DRAGONFLY HELICOPTER,0,Hàng giá trị cao - ổn định
85136A,YELLOW SHARK HELICOPTER,0,Hàng giá trị cao - ổn định
85136B,BLUE SHARK HELICOPTER,4,Hàng bán chậm - ít khách
85136C,RED SHARK HELICOPTER,0,Hàng giá trị cao - ổn định
85141,JARDIN ETCHED GLASS FRUITBOWL,0,Hàng giá trị cao - ổn định
85142,JARDIN ETCHED GLASS GINGER JAR,4,Hàng bán chậm - ít khách
85144,JARDIN ETCHED GLASS CHEESE DISH,0,Hàng giá trị cao - ổn định
85145,JARDIN ETCHED GLASS LARGE BELL JAR,4,Hàng bán chậm - ít khách
85146,JARDIN ETCHED GLASS SMALL BELL JAR,4,Hàng bán chậm - ít khách
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,4,Hàng bán chậm - ít khách
85150,LADIES & GENTLEMEN METAL SIGN,3,Hàng chủ lực - bán chạy đều
85151,WELCOME METAL SIGN,4,Hàng bán chậm - ít khách
85152,HAND OVER THE CHOCOLATE   SIGN ,3,Hàng chủ lực - bán chạy đều
85159A,"BLACK TEA,COFFEE,SUGAR JARS",0,Hàng giá trị cao - ổn định
85159B,"WHITE TEA,COFFEE,SUGAR JARS",0,Hàng giá trị cao - ổn định
85160A,WHITE BIRD GARDEN DESIGN MUG,1,Hàng giá rẻ - số lượng lớn
85160B,BLACK BIRD GARDEN DESIGN MUG,1,Hàng giá rẻ - số lượng lớn
85161,ACRYLIC GEOMETRIC LAMP,4,Hàng bán chậm - ít khách
85162A,SILVER RETRODISC LAMPSHADE,1,Hàng giá rẻ - số lượng lớn
85162B,BLACK RETRODISC LAMPSHADE,1,Hàng giá rẻ - số lượng lớn
85162C,WHITE RETRODISC LAMPSHADE,1,Hàng giá rẻ - số lượng lớn
85163A,WHITE BAROQUE WALL CLOCK ,0,Hàng giá trị cao - ổn định
85163B,BLACK BAROQUE WALL CLOCK ,0,Hàng giá trị cao - ổn định
85164B,BLACK BAROQUE CUCKOO CLOCK,0,Hàng giá trị cao - ổn định
85165,CANDY PINK FRENCH BOUDOIR CLOCK,2,Hàng ngách - khách quen mua lại
85166A,WHITE METAL BAROQUE PHOTO FRAME,4,Hàng bán chậm - ít khách
85166B,BLACK METAL BAROQUE PHOTO FRAME,1,Hàng giá rẻ - số lượng lớn
85167A,WHITE GRAND BAROQUE PHOTO FRAME,1,Hàng giá rẻ - số lượng lớn
85167B,BLACK GRAND BAROQUE PHOTO FRAME,1,Hàng giá rẻ - số lượng lớn
85168A,WHITE BAROQUE CARRIAGE CLOCK,4,Hàng bán chậm - ít khách
85168B,BLACK BAROQUE CARRIAGE CLOCK,2,Hàng ngách - khách quen mua lại
85169A,IVORY LOVE BIRD CANDLE,0,Hàng giá trị cao - ổn định
85169B,BLACK LOVE BIRD CANDLE,0,Hàng giá trị cao - ổn định
85169C,EAU DE NIL LOVE BIRD CANDLE,1,Hàng giá rẻ - số lượng lớn
85169D,PINK LOVE BIRD CANDLE,0,Hàng giá trị cao - ổn định
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,Hàng giá rẻ - số lượng lớn
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,0,Hàng giá trị cao - ổn định
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,0,Hàng giá trị cao - ổn định
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,0,Hàng giá trị cao - ổn định
85172,HYACINTH BULB T-LIGHT CANDLES,1,Hàng giá rẻ - số lượng lớn
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,0,Hàng giá trị cao - ổn định
85174,S/4 CACTI CANDLES,0,Hàng giá trị cao - ổn định
85175,CACTI T-LIGHT CANDLES,3,Hàng chủ lực - bán chạy đều
85176,SEWING SUSAN 21 NEEDLE SET,3,Hàng chủ lực - bán chạy đều
85177,BASKET OF FLOWERS SEWING KIT,1,Hàng giá rẻ - số lượng lớn
85178,VICTORIAN SEWING KIT,3,Hàng chủ lực - bán chạy đều
85179A,GREEN BITTY LIGHT CHAIN,0,Hàng giá trị cao - ổn định
85179B,WHITE BITTY LIGHT CHAIN ,0,Hàng giá trị cao - ổn định
85179C,PINK BITTY LIGHT CHAIN,2,Hàng ngách - khách quen mua lại
85180A,RED HEARTS LIGHT CHAIN ,0,Hàng giá trị cao - ổn định
85180B,PINK HEARTS LIGHT CHAIN ,0,Hàng giá trị cao - ổn định
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,Hàng giá rẻ - số lượng lớn
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,3,Hàng chủ lực - bán chạy đều
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,4,Hàng bán chậm - ít khách
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,3,Hàng chủ lực - bán chạy đều
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,Hàng giá rẻ - số lượng lớn
85185B,PINK HORSE SOCK PUPPET,0,Hàng giá trị cao - ổn định
85185C,COW  SOCK PUPPET,4,Hàng bán chậm - ít khách
85185D,FROG SOCK PUPPET,0,Hàng giá trị cao - ổn định
85185F,LION SOCK PUPPET,4,Hàng bán chậm - ít khách
85186A,EASTER BUNNY GARLAND OF FLOWERS,1,Hàng giá rẻ - số lượng lớn
85186C,BUNNY EGG GARLAND,1,Hàng giá rẻ - số lượng lớn
85187,S/12 MINI RABBIT EASTER,0,Hàng giá trị cao - ổn định
85188A,GREEN METAL SWINGING BUNNY,1,Hàng giá rẻ - số lượng lớn
85188B,PINK METAL SWINGING BUNNY,1,Hàng giá rẻ - số lượng lớn
85189,HANGING BUTTERFLY  EGG,1,Hàng giá rẻ - số lượng lớn
85190,PINK FLOWER HANGING HEART ,4,Hàng bán chậm - ít khách
85194L,HANGING SPRING FLOWER EGG LARGE,1,Hàng giá rẻ - số lượng lớn
85194S,HANGING SPRING FLOWER EGG SMALL,1,Hàng giá rẻ - số lượng lớn
